id,code,name
1371030,1371030,"BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 10 CM"
1336340,1336340,"BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 15 CM"
1330633,1330633,"BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 5 CM"
1389603,1389603,"BANDES DE CREPE EN COTON, 4 M A L'ETIRAGE ET LARGEUR 7 CM"
1317153,1317153,"BANDES DE CREPE EN COTON, 4 M X 10 CM"
1333258,1333258,"BANDES DE CREPE EN COTON, 4 M X 15 CM"
1307054,1307054,"BANDES DE CREPE EN COTON, 4 M X 5 CM"
1321261,1321261,"BANDES DE CREPE EN COTON, 4 M X 7 CM"
1383010,1383010,"BANDES DE CREPE EN COTON, 5 M A L'ETIRAGE ET LARGEUR 20 CM"
1378870,1378870,"BANDES DE CREPE EN COTON, 5 M A L'ETIRAGE ET LARGEUR 25 CM"
1339982,1339982,"BANDES DE CREPE EN COTON, 5 M A L'ETIRAGE ET LARGEUR 30 CM"
1378019,1378019,"BANDES DE CREPE EN COTON, 5 M X 20 CM"
1373884,1373884,"BANDES DE CREPE EN COTON, 5 M X 30 CM"
1391758,1391758,"BANDES DE CREPE EN LAINE, 3 M A L'ETIRAGE ET LARGEUR 10 CM"
1309975,1309975,"BANDES DE CREPE EN LAINE, 3 M A L'ETIRAGE ET LARGEUR 15 CM"
1392108,1392108,"BANDES DE CREPE EN LAINE, 3 M A L'ETIRAGE ET LARGEUR 5 CM"
1367197,1367197,"BANDES DE CREPE EN LAINE, 3 M A L'ETIRAGE ET LARGEUR 7 CM"
1397376,1397376,"BANDES DE CREPE EN LAINE, 4 M A L'ETIRAGE ET LARGEUR 20 CM"
1352267,1352267,"BANDES DE CREPE EN LAINE, 4 M A L'ETIRAGE ET LARGEUR 30 CM"
1301011,1301011,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 2 M A L'ETIRAGE ET LARGEUR 0.05 M"
1327306,1327306,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 2 M A L'ETIRAGE ET LARGEUR 0.07 M"
1394509,1394509,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 2 M A L'ETIRAGE ET LARGEUR 0.10 M"
1361728,1361728,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0.05 M"
1333028,1333028,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0.07 M"
1304363,1304363,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0.10 M"
1332922,1332922,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0.15 M"
1334789,1334789,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 3 M A L'ETIRAGE ET LARGEUR 0.20 M"
1385663,1385663,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.05 M"
1383530,1383530,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.07 M"
1332313,1332313,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.10 M"
1361154,1361154,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.15 M"
1363035,1363035,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.20 M"
1338570,1338570,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.25 M"
1318129,1318129,"BANDES EXTENSIBLES TISSEES OU TRICOTEES, 4 M A L'ETIRAGE ET LARGEUR 0.30 M"
1261872,1261872,"BEQUILLES D'AISSELLES REGLABLES EN HAUTEUR, TOUT TYPE, LA PAIRE, A L'ACHAT"
1121119,1121119,BILIRUBINOMETRE TRANSCUTANE
1154099,1154099,BOUTON DE GASTROSTOMIE AVEC SES ACCESSOIRES
1152060,1152060,"BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE"
1206880,1206880,"CANNE BLANCHE POUR AVEUGLE, PLIABLE OU NON, A L'ACHAT"
1270463,1270463,"CANNE EN BOIS VERNI, A L'ACHAT"
1296787,1296787,"CANNE METALLIQUE REGLABLE, AVEC APPUI ANTEBRACHIAL OU POIGNET EN T, A L'ACHAT"
1200764,1200764,"CANNE TRIPODE OU QUADRIPODE REGLABLE EN HAUTEUR, A L'ACHAT"
2403989,2403989,"CANULE TRACHEALE PARLANTE A CLAPET, EN ACIER INOXYDABLE"
2426683,2426683,"CANULE TRACHEALE PARLANTE A CLAPET, EN ACRYLIQUE"
2495141,2495141,"CANULE TRACHEALE PARLANTE A CLAPET, EN ARGENT"
2415946,2415946,"CANULE TRACHEALE PARLANTE A CLAPET, EN CHLORURE DE POLYVINYLE"
2485390,2485390,"CANULE TRACHEALE PARLANTE A CLAPET, EN ELASTOMERE DE SILICONE"
2450859,2450859,"CANULE TRACHEALE SIMPLE, EN ACIER INOXYDABLE"
2404210,2404210,"CANULE TRACHEALE SIMPLE, EN ACRYLIQUE"
2434636,2434636,"CANULE TRACHEALE SIMPLE, EN ARGENT"
2432880,2432880,"CANULE TRACHEALE SIMPLE, EN CHLORURE DE POLYVINYLE"
2426766,2426766,"CANULE TRACHEALE SIMPLE, EN ELASTOMERE DE SILICONE"
1292424,1292424,CASQUE DE PROTECTION POUR ENFANT HANDICAPE
1243302,1243302,CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU
3178780,3178780,"CHAMBRE A CATHETER IMPLANTABLE, MONOCHAMBRE, POUR ABORD ARTERIEL"
3174628,3174628,"CHAMBRE A CATHETER IMPLANTABLE, MONOCHAMBRE, POUR ABORD PERITONEAL"
3140925,3140925,"CHAMBRE A CATHETER IMPLANTABLE, MONOCHAMBRE, POUR ABORD VEINEUX"
3158486,3158486,"CHAMBRE A CATHETER, DOUBLE CHAMBRE, POUR ABORD VEINEUX"
3133463,3133463,"CHAMBRE A CATHETER, MONOCHAMBRE, ABORD INTRA-RACHIDIEN, INTRATHECAL OU PERIDURAL"
1179596,1179596,"CHAMBRE D'INHALATION, RESPIRATOIRE, MASQUE AVEC OU SANS EMBOUT"
1134783,1134783,"CHAMBRE D'INHALATION, RESPIRATOIRE, POUR ENFANT AVANT LE 6EME ANNIVERSAIRE"
1128423,1128423,"CHAMBRE D'INHALATION, RESPIRATOIRE, POUR PATIENT AU-DELA DU 6EME ANNIVERSAIRE"
1179308,1179308,"CHAMBRE D'INHALATION, RESPIRATOIRE, VALVE DE RECHANGE"
3196009,3196009,CHARGEUR D'AGRAFES POUR FIXATION D'IMPLANTS
3131079,3131079,CHARGEUR D'AGRAFES POUR SUTURE ET ANASTOMOSE LINEAIRES
3175527,3175527,CHARGEUR DE CLIPS POUR CLIP RECHARGEABLE
2626614,2626614,"CHAUSSURE ORTHOPEDIQUE SUR MESURE DE CLASSE A, PORTEUR DE PILON"
2648828,2648828,"CHAUSSURE ORTHOPEDIQUE SUR MESURE, DE CLASSE B, PORTEUR DE PILON"
2622160,2622160,"CHAUSSURES ORTHOPEDIQUES & APPAREIL PODO-JAMBIER, FRAIS D'EXPEDITION/ACCESSOIRES"
2689974,2689974,"CHAUSSURES ORTHOPEDIQUES SUR MESURE, DE CLASSE A, LA PAIRE"
2620400,2620400,"CHAUSSURES ORTHOPEDIQUES SUR MESURE, DE CLASSE B, LA PAIRE"
3112930,3112930,"CHEVILLE, IMPLANT ASTRAGALIEN"
3189200,3189200,"CHEVILLE, IMPLANT INTERMEDIAIRE OU COUSSIN"
3141801,3141801,"CHEVILLE, IMPLANT TIBIAL"
3189771,3189771,CLIPS AVEC SECTION
3137739,3137739,"CLIPS SUR BARETTE, NON RESTERILISABLES"
1126677,1126677,"COLLECTEUR, URINE ET MATIERE FECALE, SUPPORT POUR POCHE AVEC ANNEAU DE FIXATION"
1103587,1103587,"COLLECTEUR, URINES ET MATIERES FECALES, ANNEAU DE GOMME DE RECHANGE"
1105965,1105965,"COLLECTEUR, URINES ET MATIERES FECALES, CLAMP"
1145210,1145210,"COLLECTEUR, URINES ET MATIERES FECALES, SUPPORT POUR POCHE"
1116897,1116897,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LA CEINTURE"
1132985,1132985,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LE MANCHON"
1182842,1182842,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LE RACCORD DE CANULE A BOUT CONIQUE"
1195098,1195098,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LE REGULATEUR DE DEBIT"
1185214,1185214,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LE RESERVOIR"
1157910,1157910,"COLOSTOMIE, SYSTEME POUR IRRIGATION, LE SUPPORT PORTE-MANCHON"
1397790,1397790,"COMPRESSES ACIDE HYALURONIQUE&SULFADIAZINE ARGENTIQUE,GENEVRIER,IALUSET+,LES 10"
1302476,1302476,"COMPRESSES DE GAZE HYDROPHILE, NON STERILES, > OU = 100CM2, BOITE DE 50"
1356070,1356070,"COMPRESSES DE GAZE HYDROPHILE, NON STERILES, > OU =56CM2 & <100CM2, BOITE DE 50"
1340577,1340577,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU  =56CM2 & <100CM2, 20 SACHETS X 5"
1381487,1381487,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 10 SACHETS X 1"
1384899,1384899,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 10 SACHETS X 5"
1341743,1341743,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 20 SACHETS X 5"
1358703,1358703,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 25 SACHETS X 2"
1342984,1342984,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 50 SACHETS X 1"
1331911,1331911,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 100CM2, 50 SACHETS X 2"
1373507,1373507,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 & < 100CM2, 10 SACHETS X 5"
1377860,1377860,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 & < 100CM2, 25 SACHETS X 2"
1371508,1371508,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 & < 100CM2, 50 SACHETS X 2"
1350305,1350305,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 & <100CM2, 10 SACHETS X 1"
1326761,1326761,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 &< 100CM2, 10 SACHETS X 2"
1313511,1313511,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU = 56CM2 &< 100CM2, 50 SACHETS X 1"
1338385,1338385,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU =100CM2, 10 SACHETS X 2"
1344612,1344612,"COMPRESSES DE GAZE HYDROPHILE, STERILES, > OU =100CM2, 100 SACHETS X 1"
1335725,1335725,"COMPRESSES DE GAZE HYDROPHILE, STERILES, >OU= 56CM2 & < 100CM2, 100 SACHETS X 1"
1371000,1371000,"COMPRESSES NON TISSEES NON STERILES, > OU = 100CM2, BOITE DE 50"
1349029,1349029,"COMPRESSES NON TISSEES NON STERILES, > OU = 56CM2 & < 100CM2, BOITE DE 50"
1342783,1342783,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 10 SACHETS X 1"
1382541,1382541,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 10 SACHETS X 2"
1341298,1341298,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 10 SACHETS X 5"
1323930,1323930,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 100 SACHETS X 1"
1351256,1351256,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 20 SACHETS X 5"
1314976,1314976,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 25 SACHETS X 2"
1393639,1393639,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 50 SACHETS X 1"
1353752,1353752,"COMPRESSES NON TISSEES STERILES, > OU = 100CM2, BOITE DE 50 SACHETS X 2"
1336618,1336618,"COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 10 SACHETS X 5"
1387490,1387490,"COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 20 SACHETS X 5"
1396218,1396218,"COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 25 SACHETS X 2"
1330751,1330751,"COMPRESSES NON TISSEES STERILES, > OU= 56CM2 & < 100CM2, BOITE DE 50 SACHETS X 2"
1319784,1319784,"COMPRESSES NON TISSEES STERILES, > OU=56CM2 & < 100CM2, BOITE DE 10 SACHETS X 1"
1355685,1355685,"COMPRESSES NON TISSEES STERILES, > OU=56CM2 & < 100CM2, BOITE DE 10 SACHETS X 2"
1342234,1342234,"COMPRESSES NON TISSEES STERILES, > OU=56CM2 & < 100CM2, BOITE DE 50 SACHETS X 1"
1389106,1389106,"COMPRESSES NON TISSEES STERILES, >OU=56CM2 & <100CM2, BOITE DE 100 SACHETS X 1"
1356390,1356390,"COMPRESSES STERILES, ABSORBANTES, > OU = 100CM2 & < 200CM2, BOITE DE 10"
1303263,1303263,"COMPRESSES STERILES, ABSORBANTES, > OU = 200CM2 & < 300CM2, BOITE DE 10"
1321491,1321491,"COMPRESSES STERILES, ABSORBANTES, > OU = 300CM2 & < 500CM2, BOITE DE 10"
1364129,1364129,"COMPRESSES STERILES, ABSORBANTES, > OU = 500CM2, BOITE DE 10"
1340904,1340904,"COMPRESSES STERILES, COTON HYDROPHILE, > OU = 140CM2, BOITE DE 10"
1361473,1361473,"COMPRESSES STERILES, COTON HYDROPHILE, > OU = 35CM2 & < 70CM2, BOITE DE 10"
1332900,1332900,"COMPRESSES STERILES, COTON HYDROPHILE, > OU = 70CM2 & < 140CM2, BOITE DE 10"
1307893,1307893,"COMPRESSES STERILES, COTON, BORDS ADHESIFS, > OU = 140CM2, BOITE DE 10"
1397749,1397749,"COMPRESSES STERILES, COTON, BORDS ADHESIFS, > OU = 35CM2 & < 70CM2, BOITE DE 10"
1330478,1330478,"COMPRESSES STERILES, COTON, BORDS ADHESIFS, > OU = 70CM2 & <140CM2, BOITE DE 10"
1245407,1245407,"COQUILLE POUR BAIN EN MATIERE PLASTIQUE, MODELE ENFANT, < OU = 16 ANS"
1313391,1313391,"COTON HYDROPHYLE, PAQUET DE 100 G"
1362142,1362142,"COTON HYDROPHYLE, PAQUET DE 250 G"
1388680,1388680,"COTON HYDROPHYLE, PAQUET DE 500 G"
3121684,3121684,"COUDE, CALE CUBITALE OU RADIALE DE REHAUSSE"
3116588,3116588,"COUDE, EXTREMITE INFERIEURE, HUMERUS, METALLIQUE"
3127416,3127416,"COUDE, EXTREMITE SUPERIEURE RADIUS, MONOBLOC, NON METALLIQUE"
3108376,3108376,"COUDE, EXTREMITE SUPERIEURE, CUBITUS, METALLIQUE OU MIXTE"
3128226,3128226,"COUDE, EXTREMITE SUPERIEURE, RADIUS, METALLIQUE OU MIXTE"
3147850,3147850,"COUDE, IMPLANT ARTICULAIRE CUBITAL OU RADIAL, SUR MESURE"
3146690,3146690,"COUDE, IMPLANT ARTICULAIRE HUMERAL, SUR MESURE"
3102422,3102422,"COUDE, IMPLANT INTERMEDIAIRE FAISANT CHARNIERE"
1269224,1269224,"COUSSIN DE SERIE DE POSITIONNEMENT, MODULAIRE, DES HANCHES ET DES GENOUX, BASE"
1254895,1254895,"COUSSIN DE SERIE DE POSITIONNEMENT, MODULAIRE, DES HANCHES ET DES GENOUX, PLOT"
1220471,1220471,"COUSSIN DE SERIE DE POSITIONNEMENT, STANDARD, DES HANCHES ET DES GENOUX"
1312032,1312032,"COUSSINS POUR CONTENTION, PANSEMENTS ELASTO-COMPRESSIFS, TOUT MODELE"
1281202,1281202,"COUTEAU, COUTEAU-FOURCHETTE, PLIANTS AVEC ETUI"
1366921,1366921,"CREME ACIDE HYALURONIQUE&SULFADIAZINE ARGENTIQUE, GENEVRIER, IALUSET+, TUBE 100G"
1285619,1285619,"DEAMBULATEUR, ACHAT"
1290968,1290968,"DEAMBULATEUR, FORFAIT DE LIVRAISON"
1225646,1225646,"DEAMBULATEUR, LOCATION HEBDOMADAIRE, < OU = 26 SEMAINES"
1260418,1260418,"DEAMBULATEUR, LOCATION HEBDOMADAIRE, > 26 SEMAINES"
1131589,1131589,"DEBITMETRE DE POINTE, DTF, MINI-BELL"
1113090,1113090,"DEBITMETRE DE POINTE, EC-MED SA, VITALOGRAPH ASMAPLAN LOW RANGE"
1164028,1164028,"DEBITMETRE DE POINTE, EC-MED SA, VITALOGRAPH ASMAPLAN STANDARD RANGE"
1100620,1100620,"DEBITMETRE DE POINTE, EC-MED SA, VITALOGRAPH LOW RANGE"
1136629,1136629,"DEBITMETRE DE POINTE, EC-MED SA, VITALOGRAPH STANDARD RANGE"
1105391,1105391,"DEBITMETRE DE POINTE, EOLYS, EOLYS BAS DEBIT"
1175397,1175397,"DEBITMETRE DE POINTE, EOLYS, EOLYS STANDARD"
1155414,1155414,"DEBITMETRE DE POINTE, FRAFITO, POCKETPEAK ADULTE"
1193580,1193580,"DEBITMETRE DE POINTE, FRAFITO, POCKETPEAK ENFANT"
1128529,1128529,"DEBITMETRE DE POINTE, MEDIFLUX, LOW RANGE AFS MINI-WRIGHT (CLEMENT CLARKE)"
1151681,1151681,"DEBITMETRE DE POINTE, MEDIFLUX, MINI-WRIGHT STANDARD (CLEMENT CLARKE)"
1191551,1191551,"DEBITMETRE DE POINTE, PULMOMED, WHISTLEWATCH ASMALERT"
1180731,1180731,"DEBITMETRE DE POINTE, PULMOMED, WHISTLEWATCH RESPALERT"
1155130,1155130,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, CEINTURE"
1118264,1118264,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, FILTRE"
1152887,1152887,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC ADHESIF"
1113462,1113462,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC ANNEAU DE FIXATION"
1135794,1135794,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC JOINT ET ADHESIF"
1137801,1137801,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC JOINT NON ADHESIF"
1158111,1158111,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC SUPPORT DE GOMME"
1168954,1168954,"DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE SYSTEME PARACHUTE"
1134961,1134961,"DIGESTIF, COLLECTEUR MATIERES FECALES OU D'OBTURATION STOMIE, CAPUCHON ADHESIF"
1120404,1120404,"DIGESTIF, COLLECTEUR MATIERES FECALES OU D'OBTURATION STOMIE,BOUCHON AVEC FILTRE"
1195460,1195460,"DIGESTIF, POCHE DE RECUEIL VIDABLE"
1235484,1235484,"DISPOSITIF DE TRACTION, RACHIS, FORFAIT DE LIVRAISON"
1270380,1270380,"DISPOSITIF DE TRACTION, RACHIS, LOCATION HEBDOMADAIRE, < OU = 65 SEMAINES"
1258189,1258189,"DISPOSITIF DE TRACTION, RACHIS, LOCATION HEBDOMADAIRE, > 65 SEMAINES"
1192869,1192869,DISPOSITIF STERILE DE RECUEIL DES SAIGNEES ET ACCESSOIRES
3115689,3115689,"DOIGT, IMPLANT BIPOLAIRE (PROTHESE TOTALE) METALLIQUE OU MIXTE AVEC ARTICULATION"
3163671,3163671,"DOIGT, IMPLANT BIPOLAIRE (PROTHESE TOTALE), NON METALLIQUE"
3122583,3122583,"DOIGT, IMPLANT BIPOLAIRE (PROTHESE TOTALE), NON METALLIQUE, AVEC ARTICULATION"
3186554,3186554,"DOIGT, IMPLANT METACARPIEN OU METARTASIEN, MODULAIRE, EMBASE AVEC TETE ET COL"
3181232,3181232,"DOIGT, IMPLANT METACARPIEN OU METATARSIEN, CUPULE"
3177800,3177800,"DOIGT, IMPLANT METACARPIEN OU METATARSIEN, MODULAIRE, TIGE"
3192017,3192017,"DOIGT, IMPLANT METACARPIEN OU METATARSIEN, MONOBLOC, METALLIQUE OU MIXTE"
3113561,3113561,"DOIGT, IMPLANT METACARPIEN OU METATARSIEN, MONOBLOC, NON METALLIQUE"
3175131,3175131,"DOIGT, IMPLANT PHALANGIEN, METALLIQUE OU MIXTE"
3143438,3143438,"DOIGT, IMPLANT PHALANGIEN, NON METALLIQUE"
3140049,3140049,"DOIGT, SURFACE ARTICULAIRE OU BOUTON METACARPIEN, METATARSIEN OU PHALANGIEN"
3157831,3157831,"EPAULE, GLENE SPECIALE"
3180215,3180215,"EPAULE, IMPLANT GLENOIDIEN, EMBASE METALLIQUE OU METAL BACK"
3120762,3120762,"EPAULE, IMPLANT GLENOIDIEN, MONOBLOC OU SURFACE GLENOIDIENNE"
3145785,3145785,"EPAULE, TETE OU CALOTTE SEULE EN POLYETHYLENE"
3114715,3114715,"EPAULE, TETE OU CALOTTE SEULE METALLIQUE"
3100469,3100469,"EPAULE, TETE OU CALOTTE SEULE, CERAMIQUE, BIPOLAIRE OU CUPULE INTERMEDIAIRE"
3115399,3115399,"EPAULE, TIGE HUMERALE DE REPRISE OU DE RECONSTRUCTION, MONOBLOC OU MODULAIRE"
3187045,3187045,"EPAULE, TIGE HUMERALE STANDARD, MODULAIRE"
3113408,3113408,"EPAULE, TIGE HUMERALE STANDARD, MONOBLOC (TETE COMPRISE)"
3107862,3107862,"EPAULE, TIGE SPECIALE"
1256813,1256813,"ESCARRES ,(SUR)MATELAS EN MOUSSE, S\CLASSE IA, PROMOUSSE SA, MEDISOM DERMALON 10"
1255506,1255506,"ESCARRES, (SUR)MATELAS A AIR STATIQUE, S\CLASSE IB, LDTF, SOF.CARE, SCMU=SC 402"
1263351,1263351,"ESCARRES, (SUR)MATELAS A AIR STATIQUE, S\CLASSE IB, LDTF, SOF.CARE, SCPU=SC 840"
1290342,1290342,"ESCARRES, (SUR)MATELAS A EAU, S\CLASSE IA, ASKLE, BULD'O"
1282006,1282006,"ESCARRES, (SUR)MATELAS A EAU, S\CLASSE IA, ESCARIUS, PREVESCAR EAU"
1257296,1257296,"ESCARRES, (SUR)MATELAS A EAU, S\CLASSE IA, PHARMA OUEST, PHARMA ""O"""
1283537,1283537,"ESCARRES, (SUR)MATELAS A EAU, S\CLASSE IA, SOS MEDICAL, MEDI SOINS"
1280680,1280680,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, ESCARIUS, PREVESCAR AIR"
1203113,1203113,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, HUNTLEIGH, OPB2FF"
1295374,1295374,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, LDTF, BERCENDOR, BUI"
1254984,1254984,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, LDTF, BERCENDOR, BUL"
1297628,1297628,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, LDTF, BERCENDOR, BUS"
1215205,1215205,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, PHARMA OUEST, AIR"
1252815,1252815,"ESCARRES, (SUR)MATELAS A PRESSION ALTERNEE, S\CLASSE IA, PLEXUS, SYSTEME P-100"
1238896,1238896,"ESCARRES, (SUR)MATELAS AIR STATIQUE, S\CLASSE IB, HOSPIDEX FRANCE, REPOSE"
1224411,1224411,"ESCARRES, (SUR)MATELAS EN FIBRES SILICONEES, S\CLASSE IB, ESCARIUS, SILCO"
1220034,1220034,"ESCARRES, (SUR)MATELAS EN FIBRES SILICONEES, S\CLASSE IB, PHARMA OUEST, 11/10180"
1219462,1219462,"ESCARRES, (SUR)MATELAS EN MOUSSE , S\CLASSE IA, CARPENTER SA, CARPLOT"
1294794,1294794,"ESCARRES, (SUR)MATELAS EN MOUSSE , S\CLASSE IA, CARPENTER SA, MAT BASIC"
1237804,1237804,"ESCARRES, (SUR)MATELAS EN MOUSSE , S\CLASSE IA, CARPENTER SA, MAT BASIC DERMALON"
1241668,1241668,"ESCARRES, (SUR)MATELAS EN MOUSSE , S\CLASSE IA, ESCARIUS, AKINEPLOT"
1263753,1263753,"ESCARRES, (SUR)MATELAS EN MOUSSE , S\CLASSE IA, SA HERDEGEN, MG 37 HR HERDEGEN"
1294570,1294570,"ESCARRES, (SUR)MATELAS EN MOUSSE MULTISTRATE, CLASSE III, A. BAUER, AIRSOFT DUO"
1232468,1232468,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, ARTOIS, POLYMOUSSE"
1273065,1273065,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, ASKLE, EPSUS DERMALON"
1236696,1236696,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, ASKLE, EPSUS PUR"
1297427,1297427,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, CARPENTER, HPR03"
1224233,1224233,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, CARPENTER, HTR16"
1203290,1203290,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, ESCARIUS, VARIAPLOT"
1293932,1293932,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, HILL-ROM, ALESE"
1225729,1225729,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, HILL-ROM, HOUSSE"
1214269,1214269,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, HILL-ROM, II-ALESE"
1228350,1228350,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, PHARMA OUEST, MOD I"
1230624,1230624,"ESCARRES, (SUR)MATELAS EN MOUSSE STRUCTUREE, S\CLASSE IB, PHARMA OUEST, MOD III"
1251840,1251840,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE CLASSE II, CARPENTER, CARGUM"
1266421,1266421,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, ABC, MEM10"
1223423,1223423,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, ASKLE, ALOVA PROMUST"
1216937,1216937,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, ESCARIUS, VISCO"
1222808,1222808,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, SYST'AM, P 161 M"
1228917,1228917,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, TEMPUR, DISCOVERY"
1294506,1294506,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II,CARPENTER,CARGUM MIXT"
1216682,1216682,"ESCARRES, (SUR)MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II,PHARMA OUEST,17/17300"
1204302,1204302,"ESCARRES, (SUR)MATELAS EN MOUSSE, S\CLASSE IA, ARTOIS, MPA-HRA"
1240150,1240150,"ESCARRES, (SUR)MATELAS EN MOUSSE, S\CLASSE IA, ASKLE, APLOT ZYPREX DERMALON"
